population,lr,depth,reg,RMSE
7,0.1054,10,0.5162,45.483
7,0.1056,10,0.5234,45.4823
7,0.1053,10,0.5171,45.4835
7,0.1057,10,0.5216,45.4716
7,0.1054,10,0.5174,45.4831
7,0.1054,10,0.5246,45.5209
7,0.1055,10,0.5201,45.4828
7,0.1056,10,0.5211,45.4825
7,0.1056,10,0.5252,45.4826
7,0.1057,10,0.5233,45.4822
7,0.1054,10,0.5233,45.5203
7,0.1053,10,0.52,45.4835
7,0.1056,10,0.5215,45.4822
7,0.1056,10,0.5234,45.4823
7,0.1054,10,0.518,45.4831
7,0.1056,10,0.521,45.4716
